file_number,text,title,type
000001,"File: 000001 | Title: Hearing to consider release of reserved funds, Department of Children, Youth and Their families, (Fiscal Year 1999-2000 Budget), in the amount totaling $550,000, ($200,000 in Children’s Fund and $350,000 in General Funds), for the implementation of the School Based Health Pilot Program. | Name: Reserved Funds, Department of Children, Youth and Their Families | Type: Hearing | Status: Filed | Introduced: 2000-01-04 | Body: Finance and Labor Committee","Hearing to consider release of reserved funds, Department of Children, Youth and Their families, (Fiscal Year 1999-2000 Budget), in the amount totaling $550,000, ($200,000 in Children’s Fund and $350,000 in General Funds), for the implementation of the School Based Health Pilot Program.",Hearing
From Natalee Ernstrom, submitting opposition to the elimination of one of the ethnic/cultural inpatient psychiatric units at San Francisco General Hospital. File 000449 (3)

From Don Eicheberger, submitting support for full funding of the Department of Public Health Budget.  File 000226, Finance and Labor Committee (4)

From Employee’s Retirement System, submitting copy of the Employees’ Retirement System annual report for year ended June 30, 1999. (5)

From Public Utilities Commission, submitting copy of the Public Utilities Commission annual report for year ended June 30, 1999. (6)

From Department of Public Works, submitting copy of the Department of Public Works annual report for year ended June 30, 1999. (7)

From Planning Department, regarding the structural condition of the Belli Building located at 722-726 Montgomery Street. (Reference No. 20000214-014) Copy: Supervisor Becerril (8)

From Planning Department, responding to inquiry that all properties fronting Polk Street, between California and Union Streets, are within the Polk Neighborhood Commercial District and a 65-foot height district. (Reference No. 20000228-008) Copy: Supervisor Becerril  (9)

From Veteran Affairs Commission, urging the Mayor and the Board of Supervisors to increase funding to the Veteran Affairs Commission.  Copy: Each Supervisor (10)

From Shannon Seaberg, submitting opposition to the proposed suit to crackdown on smoking in bars by the City Attorney.  (11)

From Mats Engstrom, submitting request for an off-sale beer and wine license for ""Tsar Nicoulaci, Inc."" at 144 King Street. Small Business, Economic Development and Consumer Services Committee   (12)

From Therese Koller, regarding Mayor Willie L. Brown. 6 Letters  (13)

From Airport, submitting report outlining all donations made to and all expenditures made from the Airport Promotion and Event Account.  File 99-1619  (14)

From Center for the Preservation of Horses, John Jenkel, regarding unlawfulness in the Burton State Trust Operation. (15)

From Office of the Controller Audits Division, submitting report concerning the audit of Skywest Airlines dba United Express.  (16)

From Pacific Bell Wireless, submitting copy of notification letter to California Public Utilities Commission, regarding cellular base site at 5 Embarcadero.  (17)

From Competition Close Outs Inc., submitting request for transfer of a type 20 beer and wine license to ""Competition Closeouts"" at 599 Clement Street.  Small Business, Economic Vitality and Consumer Services Committee  (18)

From Office of the Treasurer, submitting the investment activity for fiscal year to date of the portfolios under management.  (19)

From Department of Parking and Traffic, submitting two reports requested by Housing and Social Policy Committee, regarding safety evaluation of right turn on red, and traffic impacts of providing 2.5 feet/sec curb signal timing.  File 992158  (20)

From Mayor’s Office of Housing, submitting annual report on the HOME Program for 1999.  (21)

From Budget Analyst, submitting Budget Analyst Status Report for the quarter ending March 31, 2000.  Copy: Each Supervisor (22)

From Supervisor Yee, submitting appointment of David Pilpel to the Metropolitan Transportation Authority Citizens Advisory Commission. Rules Committee (23)

From Supervisor Bierman, submitting appointment of Norman Rolfe to the MUNI Transportation Citizen Advisory Board. Rules Committee  (24)

From various city departments, regarding the accessibility of the Office’s website for people with disabilities.   Supervisor Yaki   (25)
War Memorial and Performing Arts Center, (Reference No. 20000327-042);
Real Estate, (Reference No. 20000327-046).

From Lynn Miles, submitting her concerns about violence against skaters by drunken baseball fans at the Pacbell Ballpark opening, and requesting San Francisco Officials work to make ""Friday Night Skate"" safer in the future.  (26)

From David Miles, Jr., regarding petition drive to close Kennedy Drive in Golden Gate Park to traffic on Saturdays.   (27)

From Erik Beckjord, submitting support to license bike riders. (28)

From Michael Nulty, submitting notice that Frederick Hobson was removed from his office and declined membership in the Alliance for a Better District 6 because of his activities adversely affecting the organization. (29)

From Rosalie V. Davis, regarding her experience as a tenants lawyer in San Francisco.  4 Letters (30)

From Senate Rules Committee, submitting reappointment of Steven R. Jones of Auburn as a member of the California Integrated Waste Management Board. (31)

From Presidio Trust, submitting notice that additional time is available to review the Final Environmental Impact Statement and Planning Guidelines for new development and uses on 23 acres within the Letterman Complex.  (32)

From Chris Daly, regarding press conference on April 12th, protesting displacement by dot-com firms in the Mission District.  File 000277, Finance and Labor Committee  (33)

From Department of Public Health,  regarding status of Tobacco Settlement Funding. (Reference No. 20000214-015)  Copy: Supervisor Newsom  (34)

From Planning Department, submitting copy of City Planning Resolution No. 15019, regarding Video Store Amendment.  File 991963,  Transportation and Land Use Committee,  Copy: Each Supervisor   (35)

From David Miles, Jr., regarding the ""Rockwell Plan"" this plan would open Kennedy Drive in Golden Gate Park to traffic on Sundays. (36)
